Date Time, VATO Actual_Location_Confirmed, , , VATO Actual_Location-Region_ID, , , VATO Actual_Location-Segment_ID, , , VATO Actual_Location-Offset, , , VATO Actual_Speed, , , VATO Actual_Speed_KPH, , , VATO Controlling_ATC, , , VATO Loss_Of_Comm_With_RATO, , , VATO Loss_Of_Comm_With_RATP, , , VATO Map_Version, , , VATO Next_Operating_Mode, , , VATO NP_Read_Counter, , , VATO Operating_Mode, , , VATO RATP_Train_ID, , , VATO VATC_Cradle_Index, , , VATO Vehicle_ID, , , VATO Initialization_Complete, , , VATP_CC_DATA CrossChecked_Input_Data-CC_TACH_DIRECTION_1_IDX, , , VATP_CC_DATA CrossChecked_Input_Data-CC_TACH_DIRECTION_2_IDX, , , Event Name, 
, Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , Raw Value , Calc Value , Enum/Bitmap , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:29, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:30, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:31, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:32, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:33, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 268, 0.268,  , 431, 0.431,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 492, 0.492,  , 792, 0.792,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 939, 0.939,  , 1511, 1.511,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1252, 1.252,  , 2015, 2.015,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1521, 1.521,  , 2448, 2.448,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1655, 1.655,  , 2664, 2.664,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 1990, 1.99,  , 3203, 3.203,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:34, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 2214, 2.214,  , 3564, 3.564,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:35, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 2572, 2.572,  , 4140, 4.14,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:35, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 2796, 2.796,  , 4501, 4.501,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:35, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 3288, 3.288,  , 5293, 5.293,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:35, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 3579, 3.579,  , 5762, 5.762,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
12/06/2019 10:37:35, 0, 0,  , 0, 0,  , 0, 0,  , 0, 0,  , 3892, 3.892,  , 6266, 6.266,  , 1, 0, TRUE, 1, 0,  , 1, 0,  , 100, 1,  , 2, 0, RM_MODE, 0, 0,  , 2, 0, RM_MODE, 0, 0,  , 1, 0, VATC A, 201, 0,  , 0, 0,  , 0, 0,  , 3, 0,  , 
